RegionName,RegionType,StateName,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Grand Forks, ND",Msa,ND,#DIV/0!,#DIV/0!,#DIV/0!,165901.6667,179079.75,191761.6667,199160.3333,202231.8333,206700.4167,212603.25
"Shelby, NC",Msa,NC,127728.75,123028.6667,120366.8333,120777.9167,123192.25,127326.3333,131386.0833,135828.4167,138297.75,146556.5833
"Fairbanks, AK",Msa,AK,211219.0833,211829,211924.5,209162.1667,200862.9167,204720.3333,210202.5,220278.6667,223828,228366.5
"Ocean City, NJ",Msa,NJ,378442.9167,358398.9167,351918.9167,351301.5833,353983.5,354262.1667,357684.9167,362518.1667,380148.8333,392386.8333
"Mankato, MN",Msa,MN,150075.5833,145600.8333,146320,154156.75,161883.0833,168522.5833,178134.75,190669.8333,203071.75,211017.25
"Rome, GA",Msa,GA,95951.25,88844.33333,85927.41667,89517.08333,94432.08333,99575.91667,104109,109112.1667,117587.6667,126982.0833
"Cape Girardeau, MO",Msa,MO,127587.4167,125223.1667,118822.5,119037,123008.75,129332.9167,136001.8333,143105.6667,148160,157275.8333
"Hot Springs, AR",Msa,AR,125115.5833,123441.5833,124473.9167,131427.5833,128174.0833,127020.5833,129823.8333,133992.75,141043.0833,148154.1667
"Greenwood, SC",Msa,SC,91192.33333,87805.66667,88457.58333,90769.33333,93035,96866.66667,100967.75,106240.0833,112460.8333,117730.1667
"Sunbury, PA",Msa,PA,85675.75,84228.66667,84738.16667,86050.41667,87966.58333,90850,94577.83333,98950.25,103203,108114.1667
"Clarksburg, WV",Msa,WV,78773.25,77173.41667,77007,77763.5,80079,84037.58333,87086.08333,90128.83333,96056.91667,100516.9167
"Talladega, AL",Msa,AL,94783,91467,91026.83333,90513.91667,90932,92232.33333,93542.25,95425.16667,98923.33333,103821.75
"Dubuque, IA",Msa,IA,146124.8333,146405.4167,147775.75,150023.6667,158190.6667,161332.8333,164993.1667,171324.5,174075.25,181642.4167
"The Villages, FL",Msa,FL,200885.5833,197862.25,198264.75,215299.4167,243264.9167,250291.5833,246584.4167,253380.0833,265649.8333,283648.5833
"Albertville, AL",Msa,AL,95744.75,93501.33333,94232.5,95561.33333,98968.91667,103812.3333,111474.1667,113576.9167,119899.1667,127420.4167
"Manhattan, KS",Msa,KS,155007.5,158568.75,159766.1667,161933.25,165947.9167,172133.5,179115.0833,185465.0833,192150.3333,199147.5
"Parkersburg, WV",Msa,WV,89480,88716.75,88649.5,90146.5,92426.25,94041.16667,96342.66667,98568.91667,102579.8333,106956.5
"New Philadelphia, OH",Msa,OH,113502.5833,110813.5,110892.5833,112831.9167,117648,122421.3333,127412.1667,135106.5,143815.9167,149429
"Orangeburg, SC",Msa,SC,82165.83333,78912.91667,77996.41667,78069.66667,79778,83068.91667,85866.16667,88654.91667,91928.66667,95601.5
"Cheyenne, WY",Msa,WY,209548.75,208846.75,209374.8333,218599.0833,227673.75,237697.75,248922.25,257171.1667,273719.5833,290011.0833
"New Castle, PA",Msa,PA,95237.41667,92140.5,90293.08333,90378.16667,90959.33333,92660,95518,99093.91667,103700.6667,109077.8333
"Brainerd, MN",Msa,MN,149520.9167,144089.9167,142914.1667,148028.4167,155073,160784.1667,170320.6667,178058.8333,187928.5,200141.1667
"Kalispell, MT",Msa,MT,244788.0833,218915,212552.0833,247536.5,273230.5,285337.5,296546.5833,311642.25,333495.75,355290.8333
"Sevierville, TN",Msa,TN,176684,172078.75,167324.75,168995.8333,174943.5,180228.8333,184776.5833,197732.9167,213461.25,234580.4167
"Ames, IA",Msa,IA,161804.5,161607.5833,162525.1667,165438.1667,172310.3333,180221.6667,187496.6667,196124.0833,201209.25,204190.3333
"Bozeman, MT",Msa,MT,307133.75,297269.75,300109.3333,310082.6667,320271.1667,338379,362023,393083,432489.5,466683.25
"Moses Lake, WA",Msa,WA,140078.1667,133032.8333,132072.6667,140630.75,150634.3333,161782.1667,172094.3333,188095.5833,194341.5,210651.75
"Indiana, PA",Msa,PA,96780.58333,97938.41667,97440.5,99783.58333,102673,105129.3333,106881.8333,113921,120310,125735.8333
"Elmira, NY",Msa,NY,92851.5,94060.41667,96809.91667,97883,99705.25,97240.08333,93815.33333,96063.66667,100793.9167,104258
"Meadville, PA",Msa,PA,85994.08333,85536,84451.58333,85447.66667,87421.25,89767.5,92815.08333,96353.33333,100457.5833,105105.0833
"Beaver Dam, WI",Msa,WI,124302.75,119847.5833,117406.0833,116268.8333,127157.6667,131707,142409.8333,148489.8333,158024.25,168521.0833
"Pinehurst-Southern Pines, NC",Msa,NC,205219.1667,196596.75,193705.5833,199038.8333,209213.9167,212771.4167,215412,222329,232294.1667,243982.25
"Ukiah, CA",Msa,CA,302872.8333,291916.25,288934.8333,319481.75,349030.25,361308.1667,378164.9167,396364.0833,417285.9167,411718.9167
"Hermiston-Pendleton, OR",Msa,OR,117553.0833,110809.1667,111027.6667,120127.6667,132091.5833,144273,159716.9167,174961.5833,187476.0833,196146.5833
"Lufkin, TX",Msa,TX,78802.16667,78143.33333,80423.5,84405.33333,90530.16667,97970.25,104845.5,111796.9167,118428,125602.75
"Zanesville, OH",Msa,OH,96551,94038.25,93793.66667,94939.91667,98146.25,101715.1667,105008.1667,109750.3333,115736.5833,123458.75
"Corvallis, OR",Msa,OR,257792.0833,243419.9167,241089.25,255103.75,271435,286264.6667,307144.8333,324187.75,351613.6667,368712.5833
"Bloomsburg, PA",Msa,PA,132068.9167,130430.3333,130453.75,132733,136483.4167,140817.4167,146383,153297.5,160362.3333,167800.5
"Laurel, MS",Msa,MS,#DIV/0!,#DIV/0!,86269.41667,85758,87658,90492.58333,93263.16667,96155.33333,98102.16667,100883.1667
"Russellville, AR",Msa,AR,91106.16667,89824.16667,90839.5,92811.91667,94014.91667,97342.08333,102179,106736.4167,111518.75,117755.0833
"Branson, MO",Msa,MO,135696.4167,129954.4167,129217.75,129771.3333,133846.6667,138341.9167,143461.0833,149307,155040.3333,162649.6667
"Watertown, WI",Msa,WI,144391.3333,139472.4167,137452.8333,150229.0833,166812.9167,172060.9167,176725.8333,187165.25,201110.6667,215506.5
"Midland, MI",Msa,MI,110747.1667,108855.5,117426.4167,128191.6667,128733.25,130809,132960.3333,136085.5,142599.25,147628.5833
"Opelousas, LA",Msa,LA,96474,98932.58333,103821.6667,104566,103690.5833,108828.9167,110044.8333,110479.0833,109842.75,113383.5833
"Pocatello, ID",Msa,ID,147135.8333,129799,130853.6667,145841.4167,142633.5833,141324.5833,154687.75,161121.25,175179.5833,196587.9167
"Kokomo, IN",Msa,IN,86192.25,83291.5,81687.83333,80454.16667,82540,92093.25,95211.91667,101579,107454.5,115534.5833
"Grants Pass, OR",Msa,OR,227044.1667,210493.0833,207105.3333,218621.0833,230083.25,225062.3333,242981.1667,266706,288958.6667,291647.6667
"Huntsville, TX",Msa,TX,114624.3333,113265.8333,115033,120451.0833,128655.5833,137493.4167,147100.6667,156487.3333,165307.25,173500.5
"Plattsburgh, NY",Msa,NY,115990.4167,114205.4167,113243.1667,114834.6667,118670.1667,129073.25,122151,132328.5,141058.4167,148604.75
"Grand Island, NE",Msa,NE,109454.5,110162.6667,112333.5833,115984,120731.0833,126956.5,133611.3333,142613.8333,151041.8333,160396.5
"DuBois, PA",Msa,PA,82774.66667,81418.08333,82155.75,83297.33333,85606.91667,88466.83333,92429.83333,95868,99866.75,103573.4167
"Danville, IL",Msa,IL,60963.16667,58799.83333,57293,58120.91667,60268.75,61909.08333,63830.75,65196.91667,66626.58333,68267.08333
"Manitowoc, WI",Msa,WI,113179.25,109409.3333,107599.0833,106864.9167,107912.0833,110626,114748.0833,117656,119305.6667,128990.5
"Great Falls, MT",Msa,MT,154004.9167,150132.75,160144.8333,163576.5833,169180.25,174459.4167,179444.0833,183161.4167,189676.25,199091.25
"Wilson, NC",Msa,NC,103571.75,99817.08333,98337.16667,98633.33333,100529.3333,103231.25,105947.0833,109776.9167,115481.6667,120967.6667
"Cullman, AL",Msa,AL,111822,108726.9167,108751,109062.75,111542.6667,114712.0833,119322.4167,124203.1667,130360.75,138007.9167
"Olean, NY",Msa,NY,97123.25,94908.5,93411.66667,86046,75580,78624.83333,76189.58333,73901.91667,76877.16667,83457.75
"Auburn, NY",Msa,NY,117115.75,114617.5,113956.6667,115652.75,109705.6667,114026.9167,120090.1667,121646.25,125477.4167,133314.25
"Portsmouth, OH",Msa,OH,68138.7,69527.41667,67524,65985.83333,67627.16667,71149.5,72780.91667,76802.75,80093.08333,84006
"Athens, TX",Msa,TX,125639.75,123517.6667,124675.25,129913.8333,137681.9167,144857.5833,147717.5833,152458.1667,160209.6667,166899.3333
"Oak Harbor, WA",Msa,WA,285826.25,268907,266151.4167,275620.4167,281904.4167,302176.9167,329990,361576.75,388832.3333,404182.75
"Chillicothe, OH",Msa,OH,93424.25,91405.08333,91216.91667,92506.58333,96098.16667,100503.6667,105943.8333,111616.4167,117751.25,125529.3333
"Hinesville, GA",Msa,GA,110393.8333,102778.5,100308.25,104578.8333,112011.75,119528.5,127209.4167,135296,144033.9167,149765.25
"Somerset, PA",Msa,PA,96860.75,94830.91667,94581,95493.33333,97818,100390.0833,103621,107680.4167,111690.1667,115866
"Warsaw, IN",Msa,IN,138548.1667,136826.5833,137103.4167,144059.8333,139994.25,149364.1667,152709.3333,161176.0833,170707.0833,181076.5833
"Stillwater, OK",Msa,OK,118529.8333,117431.8333,119118.1667,122263.5833,126613.8333,131885.0833,136083.4167,140593.8333,145161.8333,150927
"Quincy, IL",Msa,IL,91028.83333,90290.58333,90881.16667,93068.75,96132.25,99483.91667,103765.5,108790.9167,114423.6667,119570.9167
"Keene, NH",Msa,NH,180374.6667,176318.6667,174625.9167,176695.5,182332.1667,189355.3333,190621.5,193827.6667,204517.3333,214792.3333
"Sandusky, OH",Msa,OH,123053.8333,117574.5,117324.0833,117468.5,117126.5,124477.75,127870.5833,134245.75,136270.1667,144523.25
"Searcy, AR",Msa,AR,100300.9167,99232.41667,100301.9167,101937.4167,103634.5833,106612,110502.25,115363.5833,119858.5,123392.9167
"Columbus, IN",Msa,IN,128253.6667,126191.9167,126875.1667,129822.8333,138051.0833,143771.5833,148537.6667,156348.4167,163319.9167,173697.9167
"Roanoke Rapids, NC",Msa,NC,68406.66667,65394,63755.16667,63677.66667,64216.25,65689.75,67513.41667,68879,71513.58333,73497.91667
"Centralia, WA",Msa,WA,133451.0833,122750.5,120002.5833,124985.3333,132811,142642.9167,154983.25,167708.5833,185961.5833,203607.8333
"Casper, WY",Msa,WY,187318.75,185947.25,193847.4167,204048.0833,212598,221329.4167,217131.1667,205747.8333,206931.75,218626.6667
"Helena, MT",Msa,MT,205002.5,201361.9167,204438.5833,211808.75,220645.1667,232068.0833,242176.0833,252293.25,266707,281047.75
"Findlay, OH",Msa,OH,115004.0833,108960.3333,110982.25,115768.1667,118434.0833,120395.5,118413.1667,131244.9167,138597.4167,145932.6667
"Wisconsin Rapids-Marshfield, WI",Msa,WI,103020,100628.8333,99715.58333,99564.58333,100649,103718.3333,107479.5833,112926.1667,119609.5833,125760.3333
"Palatka, FL",Msa,FL,77458.66667,72309.5,72427.75,78990.25,86889.66667,94369.5,97978.58333,104799.1667,114468.8333,125390.25
"Seneca, SC",Msa,SC,146100.5,138388.6667,136299,137490.0833,140188.8333,145200.25,150234.25,155907.4167,161846.25,174020.9167
"Mount Airy, NC",Msa,NC,103792.1667,101498.6667,100622.9167,101344.25,104176.5,108848.3333,113616.4167,119520.3333,124790.4167,130415.1667
"Glenwood Springs, CO",Msa,CO,390045.4167,380224.9167,385199.3333,384086.5,390862.6667,452337.0833,468667.9167,497183.9167,535414.25,548145.9167
"Key West, FL",Msa,FL,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,630285.9167
"Aberdeen, WA",Msa,WA,117418.3333,109730.0833,108297.5833,113156.8333,119561.6667,129856.9167,143068.6667,155487.1667,173418.8333,191912.8333
"Gallup, NM",Msa,NM,#DIV/0!,#DIV/0!,139540.4167,139804.5,142296.0833,143452.3333,145815.3333,148779.9167,153373.6667,159981.9167
"Port Angeles, WA",Msa,WA,234866.5,219081.5833,215448.3333,224272.0833,237150.0833,240741,248495,272865.25,296743.0833,319986.75
"Greenfield Town, MA",Msa,MA,200651.5,186268.75,180584.1667,195111.5833,201814.25,206772.5833,197266.4167,205684,232012.75,225040.4167
"Muskogee, OK",Msa,OK,76888.91667,75439.58333,75561.5,76794.66667,78273.25,79287.83333,75718.91667,76776.58333,78035.16667,80634.41667
"Frankfort, KY",Msa,KY,131642.8333,128565.9167,128065.75,128332.75,129724.6667,133006.9167,134236.3333,139813.8333,145869.75,151127.9167
"Owosso, MI",Msa,MI,90764.33333,87235.25,85865.5,88852.16667,93532.66667,96161.91667,99787.08333,107011.25,115822.25,121898.8333
"Mount Pleasant, MI",Msa,MI,#DIV/0!,#DIV/0!,96854.16667,102697.9167,111063,115914.5833,120414.0833,127361.1667,134288.4167,141097.75
"Statesboro, GA",Msa,GA,117168.8333,109575.0833,105331.1667,110094.8333,117867.25,125103.4167,132433.0833,140139.75,148549.75,156670.0833
"Marion, IN",Msa,IN,73503.58333,71928.66667,71191.25,70338.83333,70854.58333,72676.16667,73820.75,76960.91667,81629,85966.91667
"Stevens Point, WI",Msa,WI,127962.2222,126900.1667,126161.25,131174.5833,138428.5,142863.75,149853.75,158218.5,168137.0833,177295.75
"Minot, ND",Msa,ND,158640.75,169667.9167,185558.9167,211179.5833,228366.9167,238860.75,240798.3333,240384.1667,236114.5833,236078
"Shawnee, OK",Msa,OK,86014.91667,83533.91667,83347.66667,84081.66667,86200.75,89612.75,89876.75,92488.83333,95356.91667,98170.16667
"North Wilkesboro, NC",Msa,NC,106985.75,99084.5,99498.83333,99487.16667,107524.25,112663.1667,117829.9167,121963.4167,131580.75,138548.8333
"Richmond, IN",Msa,IN,88194.75,86944.5,86592.16667,86925.41667,88227.66667,90321.83333,93746.91667,95770,98817.5,102436.0833
"Greeneville, TN",Msa,TN,88367.75,86120.91667,84525.25,86932.91667,88577,92085.08333,95272.66667,98573.66667,102123.9167,106510.5833
"Martinsville, VA",Msa,VA,72723.66667,70787.33333,70187.33333,73157.5,74861.58333,75727.66667,76681.16667,77826.25,79645.75,82395
"Forest City, NC",Msa,NC,111167.9167,107216.4167,105259.5,106266.25,108129.3333,111778,115661.3333,120385.6667,127839.0833,134967.9167
"Lake City, FL",Msa,FL,93983,88151,88055.83333,96140.25,106672.1667,117457.75,128461.5833,138560.3333,146657.75,151505.25
"Kapaa, HI",Msa,HI,459091.25,449661.4167,451646.4167,472727.3333,498217.3333,507334.75,522426,542277.4167,563363.6667,592090.1667
"Marquette, MI",Msa,MI,102209.5833,106346.6667,111465.0833,117998.0833,125056.4167,131215.5833,137261.75,144720.5,153383,161096.9167
"LaGrange, GA",Msa,GA,104476.0833,96085.83333,93221.83333,100715.9167,107600.25,113774.0833,118911.5833,123026.4167,128919.4167,136993.8333
"Marion, OH",Msa,OH,85975.16667,83938.41667,82665.83333,82244.91667,83627.66667,85562.83333,87910.75,90759.41667,95424.66667,103017.0833
"Morehead City, NC",Msa,NC,262685.6667,253681.9167,245356.4167,239940.0833,240550.75,245570.1667,252097.5833,255717.6667,267623.75,278435.5
"Klamath Falls, OR",Msa,OR,161305.8333,150437.3333,148041.8333,156602.4167,167737,179505.1667,190694.3333,177224.25,175044.6667,187155.8333
"Marinette, WI",Msa,WI,89614.66667,85155.25,85511.66667,84539,85501.25,89296.25,92864.16667,97697.66667,102804,107845.25
"Roswell, NM",Msa,NM,79286.91667,76939.16667,78828.25,82666.25,84026,86328.66667,90507.83333,96394.25,101004.1667,106237.6667
"Marshall, TX",Msa,TX,106736,105788.75,107731.9167,112402.1667,119759.6667,127035.8333,133422.4167,138459.3333,142842.1667,147950.0833
"Farmington, MO",Msa,MO,#DIV/0!,91207.77778,89699.16667,90572.33333,93292.66667,96173.5,100463.9167,106962.1667,114772.0833,121576.1667
"Charleston, IL",Msa,IL,72445.16667,69940.16667,69322.08333,70738.41667,74019.83333,77459,80505.91667,82921.33333,85621.58333,87178
"Athens, OH",Msa,OH,101390.8333,99600.41667,100371.3333,101624.1667,105107.8333,109659.6667,115465.9167,122332.5833,130225.6667,137464.8333
"Hobbs, NM",Msa,NM,#DIV/0!,#DIV/0!,#DIV/0!,141697.2,146014.4167,150418.75,150956.75,154425.0833,157017.8333,162703.3333
"Clearlake, CA",Msa,CA,153715.5,145255.8333,145676.0833,164039.8333,180016.3333,184698.9167,198368.6667,224282.4167,246731.5833,246617.8333
"Nacogdoches, TX",Msa,TX,105535.3333,103888.6667,105333.75,110295.25,117384.5833,124970.5,130781.0833,137096.25,143344,149187.5833
"Hutchinson, KS",Msa,KS,83790.33333,83373.91667,84481.25,85431.08333,86434.33333,89470.25,93021.41667,95335.75,98667.25,101962.5
"Faribault, MN",Msa,MN,160467.5833,149049.4167,153041.4167,167928,181767.3333,185119.4167,199442.1667,221032.6667,236557.4167,243736
"Elizabeth City, NC",Msa,NC,182782.75,174540.3333,171227.25,169188.0833,168553.5833,169571.5833,167464.5833,166423.0833,169264.6667,173916.1667
"Ionia, MI",Msa,MI,104626.8333,101622.9167,101961.4167,107497,114918.75,121221.6667,127457.9167,136999.75,147406.5,158558.4167
"Alamogordo, NM",Msa,NM,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,130309.25
"Red Bluff, CA",Msa,CA,#DIV/0!,#DIV/0!,163987.9167,189794.4167,209476,214733.75,221901.75,232584.0833,242093.0833,259073.5833
"Hudson, NY",Msa,NY,205651.9167,204537.4167,205365.8333,208690.1667,214828.0833,220401.6667,224689.5833,227123.9167,242456.9167,259528
"Somerset, KY",Msa,KY,95773.33333,101354.4167,101895.8333,107162.4167,110436.75,119171,121296.4167,129115.75,136193.1667,143663.1667
"Coos Bay, OR",Msa,OR,159024,149559.0833,148704.9167,159077.1667,171328.1667,182880.1667,195708.5833,206157.3333,209279.5833,223972.0833
"Walla Walla, WA",Msa,WA,168262.4167,159984.0833,159967.5833,169661.5833,181905.25,196669.1667,216289.8333,237952.25,258850,271495.5833
"Sayre, PA",Msa,PA,97964.66667,98799.58333,108498.5833,113903.25,117712.25,123327.0833,128709.1667,134232,140862.5833,146914.5833
"Oneonta, NY",Msa,NY,118715.4167,117691.1667,118093,120669.6667,124735.5,129206.5,134653.3333,139581.5,145779.3333,151341.8333
"Fort Madison, IA",Msa,IA,71825.91667,72628.66667,74643.41667,75533.5,76644.83333,78703,82438.91667,85967.25,88685.25,90974.83333
"Baraboo, WI",Msa,WI,154293.4167,149565.4167,147860.3333,147134,149196.9167,153892.5833,160364.3333,170738.75,185625.6667,197466.75
"Marietta, OH",Msa,OH,95996.58333,93234.33333,93277.83333,94349.66667,97823.25,103379.5833,108887.5833,115342.6667,122513.6667,130440.5833
"Salina, KS",Msa,KS,#DIV/0!,#DIV/0!,105253.6667,107328.6667,109674.6667,111011.8333,114399.3333,119388.75,125018.8333,129253.9167
"Rutland, VT",Msa,VT,186179.5833,182564.75,181194.0833,179354.75,177087.3333,176246.1667,174159.75,175616.8333,180384.25,186641.9167
"Big Stone Gap, VA",Msa,VA,65020.75,64288.5,64618.58333,65622,66587.83333,68410.5,70596.25,72611.41667,74149.08333,76086.25
"Sturgis, MI",Msa,MI,83439.66667,81507.08333,81781.16667,87353.75,94194.58333,99826,105085.5833,111456,117731.6667,124951.8333
"Rio Grande City, TX",Msa,TX,59369.75,57654.41667,56192.66667,58297.33333,61219.58333,64265.91667,66715,68182.58333,68664.91667,68687.25
"Fremont, OH",Msa,OH,94970.25,91428.91667,88722.83333,87870.08333,92634.83333,97474,102470.9167,108557.25,115351,121258.4167
"Mount Vernon, OH",Msa,OH,95353,93815,93585.58333,94542.41667,98362.41667,104844.1667,113827.25,125427.5,137947.75,151157.1667
"Lewiston, ID",Msa,ID,146358.5833,138572.8333,142034.0833,150435,160762,172781.75,188137.6667,206772.5,227545.9167,243467.3333
"Shelton, WA",Msa,WA,198540.75,185358.8333,182211.0833,190172,201048,214044.75,229677.25,240245.6667,263815,288227.4167
"Albemarle, NC",Msa,NC,142451.3333,136832.5,133511.25,133560.5,136457.5,142414.5,148644,156519.75,165434.1667,174306.3333
"Enid, OK",Msa,OK,70874.83333,68797.08333,69197,70924.91667,73574.91667,77682.5,80876.91667,85897.16667,88112,89420.16667
"Jefferson, GA",Msa,GA,162477.6667,148633.9167,142211.1667,148230.5833,158356.3333,168718.4167,185162.4167,197477.6667,216168.8333,233308.1667
"Georgetown, SC",Msa,SC,#DIV/0!,#DIV/0!,176399.75,183688.9167,192476.25,200409.5,213066.25,222255.9167,232682.3333,240860.0833
"Laconia, NH",Msa,NH,210540.3333,205864.9167,203600.9167,205862.75,211818.75,216888.5833,221216.0833,235372.6667,255595.75,267891.25
"Batavia, NY",Msa,NY,105704.3333,102509.0833,100514.1667,101103.0833,103832.4167,108490.5,114102.25,120658,127657.75,134074.9167
"Oxford, NC",Msa,NC,135235.75,129486.6667,126643,126823.1667,129053.4167,134081.5,140350.8333,147960.3333,158148.8333,167504.4167
"Columbus, MS",Msa,MS,#DIV/0!,#DIV/0!,105174.0833,102609.5833,104258,108867.8333,110516.6667,108311.75,111102.8333,117229.9167
"Norwalk, OH",Msa,OH,107021.0833,103346.5833,100172.1667,94074.16667,96338.83333,98207,102084.9167,107666.5,112902.5,119969.1667
"Barre, VT",Msa,VT,207456.0833,206591.0833,206680.75,206676.3333,206537.4167,209912.75,213993.6667,221342.3333,232795.6667,231576.1667
"Kinston, NC",Msa,NC,78189.5,76209.91667,75071.91667,75527.66667,76900.75,79048.33333,81632,84055.91667,87888.5,90926.16667
"Sterling, IL",Msa,IL,84986.83333,83076.41667,82650.16667,83923.58333,86778.41667,90192.5,93559.91667,96435.83333,99040.08333,101754.9167
"Palestine, TX",Msa,TX,81618.58333,80324.33333,81016.08333,84343.08333,88959.41667,94864.08333,98896.41667,102891.1667,106111.6667,108946.25
"Dublin, GA",Msa,GA,76642.16667,71831.66667,70139.58333,73181.5,77902.08333,82651.66667,87598.08333,92923.5,99865.25,105514.5
"Vicksburg, MS",Msa,MS,#DIV/0!,#DIV/0!,108610.1667,108412.75,109958.75,114286.3333,116984.3333,119641.1667,124578.75,128467.1667
"Point Pleasant, WV",Msa,WV,72796.83333,70788.41667,71496.08333,72731.16667,75470.66667,78768.58333,81913.16667,84581.83333,88886.16667,92948.41667
"Sanford, NC",Msa,NC,124533.9167,119442.25,117309.3333,117632.25,119648.6667,123119.8333,127690.25,133379.8333,140946,148032.5833
"Fergus Falls, MN",Msa,MN,#DIV/0!,#DIV/0!,166580.8333,174400.25,182443.6667,190914.0833,201079.1667,213804.3333,227794.6667,238721.9167
"Tiffin, OH",Msa,OH,87695.08333,85375.75,84793.41667,85115.5,87245,90261.66667,93403.91667,98047.41667,103186.5,108916.1667
"Fairmont, WV",Msa,WV,84701,83995.16667,84472,85632.66667,87617.83333,90963,93503,97306.66667,102850.3333,107578.4167
"Crossville, TN",Msa,TN,140146.6667,133385.8333,127856,130263.75,137054.5,138474.5,142511.75,147133.9167,155841.5,167307.0833
"Picayune, MS",Msa,MS,#DIV/0!,#DIV/0!,127808.8333,125494.8333,126675.4167,129751.6667,132223.6667,132907.5,137750.5833,141421.4167
"Gloversville, NY",Msa,NY,92085.25,90853.91667,90725.33333,92000.91667,94439.91667,98518.41667,102715.1667,107943.3333,112913.0833,117152.25
"Sonora, CA",Msa,CA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"Gaffney, SC",Msa,SC,64981.16667,61494.08333,60458.5,61193.08333,62981.41667,66618.16667,69593.41667,75078.41667,81328.91667,83924.91667
"Carson City, NV",Msa,NV,169974,150810.25,149735.8333,174442,200518.25,220403.75,240323.6667,265559.0833,303605.75,324893.8333
"Calhoun, GA",Msa,GA,107990.3333,100970,97022.25,100539.6667,107076.0833,113103.0833,119136.25,125452.6667,134862.6667,144345.9167
"Milledgeville, GA",Msa,GA,106997.5833,97590.5,94076.83333,98078.75,104391.5833,110000.8333,115536.25,118756,124605.0833,131504.8333
"Waycross, GA",Msa,GA,69871.75,65310.83333,63166.58333,66416.91667,71434.75,75881.75,80090.16667,84971.91667,90087.25,95403.08333
"Oil City, PA",Msa,PA,65828.25,64888.91667,65107.75,66386.91667,68054.25,70365.58333,73309.5,76824.58333,81267.33333,85355.66667
"Jasper, IN",Msa,IN,108471.1667,109038.4167,110570.0833,112807.25,116308.3333,121346.5833,126318.1667,132780.5,142205.9167,150859.8333
"Morgan City, LA",Msa,LA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,127081.7143,123393.5,120244.8333,120472.4167,123054.75
"Eagle Pass, TX",Msa,TX,89592.41667,88504.58333,90430.08333,95577.08333,103867.0833,112683,122083.5833,129004.0833,133700.25,138665.3333
"Ontario, OR",Msa,OR,120683.5833,111804.0833,111169.5,117195.0833,125267.5833,133897.5833,144363.1667,156051.5,169167.5,182304.1667
"Payson, AZ",Msa,AZ,140184.5833,128705.75,133999.5,151814.4167,164017.8333,174892,187415.5833,192792.1667,204783,218637.75
"McComb, MS",Msa,MS,91106.91667,88621.41667,87243.91667,87201.75,88915.5,91703.25,94521,97426.91667,100509.9167,103336.75
"Rochelle, IL",Msa,IL,121245,117111.5,115145.9167,116031.3333,120289.6667,122695.1667,124359.6667,127378.1667,131024.4167,134433.5
"Scottsboro, AL",Msa,AL,91318.5,85979.75,83806.41667,87179.08333,88784.33333,92443,95876.16667,99211.16667,104604.6667,108387.5833
"Danville, KY",Msa,KY,99930.16667,95427.08333,96433.66667,97523.91667,98390.66667,101007.6667,105028.25,110163.3333,115749.6667,121197.25
"Ashland, OH",Msa,OH,113010.4167,108732.4167,107455.5,108077.3333,111471.25,115334.0833,119134.0833,124521.25,132602.1667,140707.1667
"Natchez, MS",Msa,MS,81118.16667,83433.25,86035.83333,84976.33333,86025.41667,90170.5,93313.41667,92617.5,93164,94815.41667
"Greenville, OH",Msa,OH,109951.0833,104528.4167,104321.5833,107074.3333,112808.9167,120429.6667,125792.0833,129311.1667,135184.25,140527.4167
"Galesburg, IL",Msa,IL,59813.41667,59166.41667,59203,61247.16667,64650.16667,65844.25,68794.5,72348.25,75334.08333,78234.66667
"Warrensburg, MO",Msa,MO,128830.4167,126449.25,126483.0833,127176.4167,130971.5833,135731.5,141747.25,148386.3333,157229.1667,165281.4167
"Kearney, NE",Msa,NE,123717.0833,122981.25,131800.4167,138322.5833,145330.3333,154093.5,164430.5833,176418.9167,188489.6667,200810.5
"Fort Polk South, LA",Msa,LA,123606,130051.25,131033.5833,135616.25,139865.25,144610.4167,141232.9167,142844.9167,142621.5833,147619.1667
"Fort Leonard Wood, MO",Msa,MO,148663.1667,143383.5,142443.25,143385.4167,146865.0833,150367,153293,157357.9167,159694.3333,163080.1667
"Glasgow, KY",Msa,KY,81837.16667,87272.41667,87646.75,89219.33333,92083.16667,96419.91667,99258,104703.3333,109665.3333,115840.0833
"Athens, TN",Msa,TN,#DIV/0!,96537,96991.58333,99245.25,103394.8333,107837.9167,113916.3333,119607.6667,126937.5,134419.5833
"Edwards, CO",Msa,CO,554701.8333,476614.5,478447.5833,500847.4167,560622.75,598853.4167,625078.8333,662162.1667,701883.4167,727179.1667
"Fernley, NV",Msa,NV,144168.0833,126796.6667,124757.0833,144689.8333,165786,179746.3333,199602.75,229933.0833,265697.6667,280877.5833
